OrgID,Alternative,Brand,Choice,Affordable,Ease,Power,Learning,Supplements,Support,Needs,IT,Matlab,R,SAS,SPSS,Stata,Chosen,Status
139,5,Stata,0,2,1,3,3,7,4,1,5,0,0,0,0,1,2,2
140,1,Matlab,0,2,7,3,4,7,3,5,7,1,0,0,0,0,2,2
140,2,R,0,5,3,2,1,1,1,3,2,0,1,0,0,0,2,2
140,3,SAS,0,3,2,6,5,6,3,3,7,0,0,1,0,0,2,2
140,4,SPSS,0,1,4,7,6,5,7,6,7,0,0,0,1,0,2,2
140,5,Stata,1,5,7,1,7,6,1,1,5,0,0,0,0,1,1,1
141,1,Matlab,0,1,7,2,3,2,1,7,7,1,0,0,0,0,2,2
141,2,R,0,7,3,7,7,7,7,3,2,0,1,0,0,0,2,2
141,3,SAS,0,3,1,7,1,4,1,6,2,0,0,1,0,0,2,2
141,4,SPSS,1,2,7,5,7,3,5,7,3,0,0,0,1,0,1,1
141,5,Stata,0,7,5,4,2,4,7,1,3,0,0,0,0,1,2,2
142,1,Matlab,0,1,1,7,1,1,1,4,1,1,0,0,0,0,2,2
142,2,R,0,7,1,6,1,5,5,1,1,0,1,0,0,0,2,2
142,3,SAS,1,2,7,3,7,1,4,7,4,0,0,1,0,0,1,1
142,4,SPSS,0,4,7,2,6,4,7,7,7,0,0,0,1,0,2,2
142,5,Stata,0,7,7,5,7,7,7,3,2,0,0,0,0,1,2,2
143,1,Matlab,1,5,7,7,5,7,7,6,7,1,0,0,0,0,1,1
143,2,R,0,7,1,7,2,4,3,7,1,0,1,0,0,0,2,2
143,3,SAS,0,3,7,1,7,1,1,5,5,0,0,1,0,0,2,2
143,4,SPSS,0,4,1,7,3,7,6,7,5,0,0,0,1,0,2,2
143,5,Stata,0,6,7,4,6,7,6,2,6,0,0,0,0,1,2,2
144,1,Matlab,1,1,7,7,7,7,7,7,7,1,0,0,0,0,1,1
144,2,R,0,5,3,1,4,4,3,6,2,0,1,0,0,0,2,2
144,3,SAS,0,1,1,2,2,2,5,2,7,0,0,1,0,0,2,2
144,4,SPSS,0,3,3,2,5,5,4,1,5,0,0,0,1,0,2,2
144,5,Stata,0,2,7,1,6,5,6,5,6,0,0,0,0,1,2,2
145,1,Matlab,0,4,6,7,6,7,3,4,1,1,0,0,0,0,2,2
145,2,R,0,7,2,7,2,7,7,2,2,0,1,0,0,0,2,2
145,3,SAS,0,1,7,1,7,7,5,3,7,0,0,1,0,0,2,2
145,4,SPSS,1,7,7,5,6,3,4,6,1,0,0,0,1,0,1,1
145,5,Stata,0,3,7,1,6,5,6,6,7,0,0,0,0,1,2,2
146,1,Matlab,1,7,7,7,6,6,7,5,4,1,0,0,0,0,1,1
146,2,R,0,2,2,3,1,2,2,1,3,0,1,0,0,0,2,2
146,3,SAS,0,7,2,5,4,1,2,1,5,0,0,1,0,0,2,2
146,4,SPSS,0,4,7,1,7,6,6,6,7,0,0,0,1,0,2,2
146,5,Stata,0,7,7,2,6,1,3,5,7,0,0,0,0,1,2,2
147,1,Matlab,1,5,5,7,5,7,7,6,7,1,0,0,0,0,1,1
147,2,R,0,7,1,4,1,2,4,3,5,0,1,0,0,0,2,2
147,3,SAS,0,1,3,7,6,6,6,7,7,0,0,1,0,0,2,2
147,4,SPSS,0,3,7,3,7,5,6,2,6,0,0,0,1,0,2,2
147,5,Stata,0,4,7,6,2,6,7,3,2,0,0,0,0,1,2,2
148,1,Matlab,0,3,4,7,3,7,7,5,7,1,0,0,0,0,2,2
148,2,R,0,4,3,2,3,5,4,6,5,0,1,0,0,0,2,2
148,3,SAS,0,6,4,3,2,1,3,3,2,0,0,1,0,0,2,2
148,4,SPSS,1,7,4,7,4,4,6,7,6,0,0,0,1,0,1,1
148,5,Stata,0,1,1,3,5,3,7,2,7,0,0,0,0,1,2,2
149,1,Matlab,0,1,5,6,3,6,3,5,7,1,0,0,0,0,2,2
149,2,R,1,7,5,4,6,7,3,7,7,0,1,0,0,0,1,1
149,3,SAS,0,7,2,7,2,4,4,3,5,0,0,1,0,0,2,2
149,4,SPSS,0,2,7,2,7,2,7,7,6,0,0,0,1,0,2,2
149,5,Stata,0,7,7,1,7,5,6,4,4,0,0,0,0,1,2,2
150,1,Matlab,1,6,3,7,6,6,7,6,4,1,0,0,0,0,1,1
150,2,R,0,4,3,3,2,3,5,6,3,0,1,0,0,0,2,2
150,3,SAS,0,7,5,6,3,3,3,4,1,0,0,1,0,0,2,2
150,4,SPSS,0,4,6,2,1,3,3,4,7,0,0,0,1,0,2,2
150,5,Stata,0,1,7,7,2,7,7,4,7,0,0,0,0,1,2,2
151,1,Matlab,1,7,7,5,7,7,7,6,7,1,0,0,0,0,1,1
151,2,R,0,6,1,4,1,4,1,1,4,0,1,0,0,0,2,2
151,3,SAS,0,5,6,1,7,5,6,1,6,0,0,1,0,0,2,2
151,4,SPSS,0,5,7,4,7,4,3,6,5,0,0,0,1,0,2,2
151,5,Stata,0,2,7,7,3,6,7,7,4,0,0,0,0,1,2,2
152,1,Matlab,0,1,7,1,1,5,5,4,4,1,0,0,0,0,2,2
152,2,R,0,7,5,4,7,7,6,3,7,0,1,0,0,0,2,2
152,3,SAS,1,4,7,5,7,7,5,7,7,0,0,1,0,0,1,1
152,4,SPSS,0,1,2,1,6,5,4,1,6,0,0,0,1,0,2,2
152,5,Stata,0,2,7,5,6,7,7,3,7,0,0,0,0,1,2,2
153,1,Matlab,1,5,7,7,6,6,3,7,5,1,0,0,0,0,1,1
153,2,R,0,1,1,7,1,1,3,7,7,0,1,0,0,0,2,2
153,3,SAS,0,4,7,3,2,6,7,1,7,0,0,1,0,0,2,2
153,4,SPSS,0,3,7,5,7,7,4,6,7,0,0,0,1,0,2,2
153,5,Stata,0,7,7,1,6,7,7,1,5,0,0,0,0,1,2,2
154,1,Matlab,1,1,7,7,7,7,7,4,7,1,0,0,0,0,1,1
154,2,R,0,7,6,6,3,6,4,3,3,0,1,0,0,0,2,2
154,3,SAS,0,1,1,5,1,1,1,1,7,0,0,1,0,0,2,2
154,4,SPSS,0,1,1,3,6,5,5,5,6,0,0,0,1,0,2,2
154,5,Stata,0,1,7,1,5,6,2,2,5,0,0,0,0,1,2,2
155,1,Matlab,1,5,7,7,6,7,7,6,3,1,0,0,0,0,1,1
155,2,R,0,2,2,4,2,6,5,6,7,0,1,0,0,0,2,2
155,3,SAS,0,1,5,1,6,7,4,1,7,0,0,1,0,0,2,2
155,4,SPSS,0,1,4,6,2,1,3,7,3,0,0,0,1,0,2,2
155,5,Stata,0,1,1,1,3,2,1,1,5,0,0,0,0,1,2,2
156,1,Matlab,0,2,2,7,3,5,1,3,4,1,0,0,0,0,2,2
156,2,R,0,7,7,6,2,2,2,6,2,0,1,0,0,0,2,2
156,3,SAS,1,7,6,7,4,3,2,4,5,0,0,1,0,0,1,1
156,4,SPSS,0,3,7,2,7,5,7,7,6,0,0,0,1,0,2,2
156,5,Stata,0,1,4,6,7,6,6,7,1,0,0,0,0,1,2,2
157,1,Matlab,0,3,1,7,3,2,7,2,7,1,0,0,0,0,2,2
157,2,R,0,2,1,3,1,1,2,5,1,0,1,0,0,0,2,2
157,3,SAS,0,4,3,7,2,6,6,7,1,0,0,1,0,0,2,2
157,4,SPSS,1,7,4,6,5,6,7,6,5,0,0,0,1,0,1,1
157,5,Stata,0,1,1,6,1,4,4,4,2,0,0,0,0,1,2,2
158,1,Matlab,0,1,7,2,7,6,7,4,7,1,0,0,0,0,2,2
158,2,R,0,7,2,6,1,7,2,1,3,0,1,0,0,0,2,2
158,3,SAS,0,5,4,3,5,4,6,7,5,0,0,1,0,0,2,2
158,4,SPSS,1,7,7,3,7,2,6,7,4,0,0,0,1,0,1,1
158,5,Stata,0,1,3,1,5,3,7,1,6,0,0,0,0,1,2,2
159,1,Matlab,1,7,6,7,7,5,7,7,4,1,0,0,0,0,1,1
159,2,R,0,1,3,1,3,3,1,6,6,0,1,0,0,0,2,2
159,3,SAS,0,4,1,7,2,7,6,7,6,0,0,1,0,0,2,2
159,4,SPSS,0,2,3,7,4,5,6,6,7,0,0,0,1,0,2,2
159,5,Stata,0,5,4,5,6,3,7,3,5,0,0,0,0,1,2,2
160,1,Matlab,0,5,2,1,2,1,5,5,1,1,0,0,0,0,2,2
160,2,R,0,1,4,7,2,7,5,6,6,0,1,0,0,0,2,2
160,3,SAS,1,7,2,7,5,7,7,7,6,0,0,1,0,0,1,1
160,4,SPSS,0,1,6,3,1,1,6,4,7,0,0,0,1,0,2,2
160,5,Stata,0,5,1,6,2,5,2,2,3,0,0,0,0,1,2,2
161,1,Matlab,0,1,4,7,4,7,7,3,3,1,0,0,0,0,2,2
161,2,R,0,3,1,7,3,6,5,7,6,0,1,0,0,0,2,2
161,3,SAS,0,7,5,7,2,4,3,4,3,0,0,1,0,0,2,2
161,4,SPSS,1,6,7,5,7,7,7,3,5,0,0,0,1,0,1,1
161,5,Stata,0,6,1,7,3,6,3,1,1,0,0,0,0,1,2,2
162,1,Matlab,1,4,7,4,5,2,7,6,7,1,0,0,0,0,1,1
162,2,R,0,6,1,7,1,3,3,5,1,0,1,0,0,0,2,2
162,3,SAS,0,2,5,2,5,5,4,3,7,0,0,1,0,0,2,2
162,4,SPSS,0,6,7,1,6,4,1,1,1,0,0,0,1,0,2,2
162,5,Stata,0,1,7,6,4,4,7,6,7,0,0,0,0,1,2,2
163,1,Matlab,0,2,6,7,6,6,6,3,4,1,0,0,0,0,2,2
163,2,R,0,5,7,6,1,7,3,4,5,0,1,0,0,0,2,2
163,3,SAS,0,5,2,5,4,2,1,3,4,0,0,1,0,0,2,2
163,4,SPSS,1,6,2,7,4,1,6,7,1,0,0,0,1,0,1,1
163,5,Stata,0,2,2,1,2,1,1,1,5,0,0,0,0,1,2,2
164,1,Matlab,0,3,1,7,2,7,2,5,4,1,0,0,0,0,2,2
164,2,R,1,5,7,6,7,7,4,5,5,0,1,0,0,0,1,1
164,3,SAS,0,3,6,1,4,1,2,1,6,0,0,1,0,0,2,2
164,4,SPSS,0,5,7,4,7,5,6,7,6,0,0,0,1,0,2,2
164,5,Stata,0,6,3,7,2,2,2,7,7,0,0,0,0,1,2,2
165,1,Matlab,0,4,6,7,4,7,2,5,2,1,0,0,0,0,2,2
165,2,R,0,7,5,6,2,4,2,6,1,0,1,0,0,0,2,2
165,3,SAS,0,1,7,1,7,1,3,1,5,0,0,1,0,0,2,2
165,4,SPSS,0,5,7,2,7,6,4,1,1,0,0,0,1,0,2,2
165,5,Stata,1,6,7,7,7,3,2,7,2,0,0,0,0,1,1,1
166,1,Matlab,0,1,7,5,5,4,4,6,7,1,0,0,0,0,2,2
166,2,R,1,7,3,7,6,3,6,7,3,0,1,0,0,0,1,1
166,3,SAS,0,7,4,6,5,7,3,5,4,0,0,1,0,0,2,2
166,4,SPSS,0,4,7,1,6,5,7,6,6,0,0,0,1,0,2,2
166,5,Stata,0,5,7,2,7,7,6,2,5,0,0,0,0,1,2,2
167,1,Matlab,1,3,6,3,7,7,6,4,4,1,0,0,0,0,1,1
167,2,R,0,5,3,7,2,7,4,7,3,0,1,0,0,0,2,2
167,3,SAS,0,2,1,7,3,3,4,5,4,0,0,1,0,0,2,2
167,4,SPSS,0,4,4,2,1,4,4,3,7,0,0,0,1,0,2,2
167,5,Stata,0,2,2,2,7,1,3,6,6,0,0,0,0,1,2,2
168,1,Matlab,0,2,4,4,3,7,3,3,7,1,0,0,0,0,2,2
168,2,R,1,7,7,6,7,6,7,5,1,0,1,0,0,0,1,1
168,3,SAS,0,3,1,6,2,1,1,4,7,0,0,1,0,0,2,2
168,4,SPSS,0,3,7,7,7,5,6,7,6,0,0,0,1,0,2,2
168,5,Stata,0,4,4,6,7,7,7,3,5,0,0,0,0,1,2,2
169,1,Matlab,0,1,2,4,1,2,1,1,7,1,0,0,0,0,2,2
169,2,R,1,7,7,1,5,1,2,6,3,0,1,0,0,0,1,1
169,3,SAS,0,1,7,2,4,6,5,7,7,0,0,1,0,0,2,2
169,4,SPSS,0,2,7,2,7,2,3,7,2,0,0,0,1,0,2,2
169,5,Stata,0,5,7,3,4,7,4,4,3,0,0,0,0,1,2,2
170,1,Matlab,0,6,3,7,1,6,7,7,3,1,0,0,0,0,2,2
170,2,R,0,7,7,5,3,7,2,6,5,0,1,0,0,0,2,2
170,3,SAS,0,3,5,2,3,2,1,3,1,0,0,1,0,0,2,2
170,4,SPSS,0,2,6,6,6,7,7,5,7,0,0,0,1,0,2,2
170,5,Stata,1,6,7,6,7,5,2,7,6,0,0,0,0,1,1,1
171,1,Matlab,0,5,4,4,5,7,2,3,4,1,0,0,0,0,2,2
171,2,R,0,7,1,6,1,4,4,5,1,0,1,0,0,0,2,2
171,3,SAS,0,4,6,1,4,3,4,2,7,0,0,1,0,0,2,2
171,4,SPSS,0,4,3,2,4,1,1,1,1,0,0,0,1,0,2,2
171,5,Stata,1,6,7,4,3,5,2,4,2,0,0,0,0,1,1,1
172,1,Matlab,0,2,5,7,2,6,7,2,2,1,0,0,0,0,2,2
172,2,R,1,7,6,2,7,1,7,3,3,0,1,0,0,0,1,1
172,3,SAS,0,1,1,7,2,6,4,6,5,0,0,1,0,0,2,2
172,4,SPSS,0,1,7,5,1,2,4,6,7,0,0,0,1,0,2,2
172,5,Stata,0,2,7,6,5,5,2,6,5,0,0,0,0,1,2,2
173,1,Matlab,0,1,5,7,5,7,7,5,7,1,0,0,0,0,2,2
173,2,R,0,1,7,1,6,6,6,7,4,0,1,0,0,0,2,2
173,3,SAS,0,4,7,7,5,7,3,7,3,0,0,1,0,0,2,2
173,4,SPSS,1,5,7,5,7,7,7,6,7,0,0,0,1,0,1,1
173,5,Stata,0,4,6,1,2,3,4,1,3,0,0,0,0,1,2,2
174,1,Matlab,0,7,1,7,5,1,7,4,2,1,0,0,0,0,2,2
174,2,R,0,7,1,5,3,5,7,4,2,0,1,0,0,0,2,2
174,3,SAS,0,1,2,7,3,1,1,7,6,0,0,1,0,0,2,2
174,4,SPSS,0,2,7,1,7,6,7,3,7,0,0,0,1,0,2,2
174,5,Stata,1,6,7,7,7,7,7,7,6,0,0,0,0,1,1,1
175,1,Matlab,0,1,6,3,3,7,7,2,7,1,0,0,0,0,2,2
175,2,R,0,1,6,2,2,4,2,6,7,0,1,0,0,0,2,2
175,3,SAS,0,4,4,7,4,2,4,6,7,0,0,1,0,0,2,2
175,4,SPSS,0,2,2,2,6,2,1,5,5,0,0,0,1,0,2,2
175,5,Stata,1,7,7,7,7,1,2,4,1,0,0,0,0,1,1,1
176,1,Matlab,0,6,4,7,6,7,7,2,5,1,0,0,0,0,2,2
176,2,R,1,7,7,7,4,5,5,7,1,0,1,0,0,0,1,1
176,3,SAS,0,2,6,7,4,7,4,4,7,0,0,1,0,0,2,2
176,4,SPSS,0,1,5,7,7,2,3,7,2,0,0,0,1,0,2,2
176,5,Stata,0,3,7,5,3,6,4,2,7,0,0,0,0,1,2,2
177,1,Matlab,1,4,7,7,6,4,1,6,1,1,0,0,0,0,1,1
177,2,R,0,7,2,6,2,2,7,2,1,0,1,0,0,0,2,2
177,3,SAS,0,2,5,6,3,5,7,4,7,0,0,1,0,0,2,2
177,4,SPSS,0,5,6,7,1,4,7,2,1,0,0,0,1,0,2,2
177,5,Stata,0,3,1,6,1,3,2,3,2,0,0,0,0,1,2,2
178,1,Matlab,0,4,1,7,2,7,6,4,7,1,0,0,0,0,2,2
178,2,R,1,7,3,5,7,6,5,7,6,0,1,0,0,0,1,1
178,3,SAS,0,3,7,2,5,6,4,2,6,0,0,1,0,0,2,2
178,4,SPSS,0,2,3,6,2,5,4,7,4,0,0,0,1,0,2,2
178,5,Stata,0,7,7,1,4,7,6,1,6,0,0,0,0,1,2,2
179,1,Matlab,0,2,4,1,1,4,7,1,7,1,0,0,0,0,2,2
179,2,R,0,7,1,4,6,1,3,3,5,0,1,0,0,0,2,2
179,3,SAS,0,1,6,6,1,4,2,5,4,0,0,1,0,0,2,2
179,4,SPSS,0,1,1,4,6,3,1,4,2,0,0,0,1,0,2,2
179,5,Stata,1,7,6,6,5,7,4,1,2,0,0,0,0,1,1,1
180,1,Matlab,0,1,3,1,1,1,7,2,5,1,0,0,0,0,2,2
180,2,R,1,7,5,5,7,7,5,6,1,0,1,0,0,0,1,1
180,3,SAS,0,3,1,1,2,3,7,1,1,0,0,1,0,0,2,2
180,4,SPSS,0,5,5,2,4,2,4,3,6,0,0,0,1,0,2,2
180,5,Stata,0,7,7,5,6,1,6,3,1,0,0,0,0,1,2,2
181,1,Matlab,0,1,3,7,2,6,3,7,7,1,0,0,0,0,2,2
181,2,R,0,2,2,1,1,1,1,1,6,0,1,0,0,0,2,2
181,3,SAS,0,7,7,4,4,7,7,3,4,0,0,1,0,0,2,2
181,4,SPSS,0,1,1,1,7,5,1,2,7,0,0,0,1,0,2,2
181,5,Stata,1,5,7,4,7,7,7,7,2,0,0,0,0,1,1,1
182,1,Matlab,1,5,7,5,7,7,7,6,7,1,0,0,0,0,1,1
182,2,R,0,7,2,7,6,5,2,6,2,0,1,0,0,0,2,2
182,3,SAS,0,5,6,7,5,7,5,7,7,0,0,1,0,0,2,2
182,4,SPSS,0,2,7,3,6,7,6,6,7,0,0,0,1,0,2,2
182,5,Stata,0,2,4,1,1,7,6,1,6,0,0,0,0,1,2,2
183,1,Matlab,0,2,6,7,6,3,3,4,4,1,0,0,0,0,2,2
183,2,R,0,6,3,2,7,5,5,2,7,0,1,0,0,0,2,2
183,3,SAS,0,6,7,1,7,3,6,1,5,0,0,1,0,0,2,2
183,4,SPSS,1,6,7,1,7,2,7,6,2,0,0,0,1,0,1,1
183,5,Stata,0,3,7,1,7,4,5,4,2,0,0,0,0,1,2,2
184,1,Matlab,0,3,5,7,6,5,7,6,5,1,0,0,0,0,2,2
184,2,R,0,7,7,1,7,3,7,2,7,0,1,0,0,0,2,2
184,3,SAS,0,2,7,7,5,7,6,5,7,0,0,1,0,0,2,2
184,4,SPSS,1,7,7,6,6,5,7,7,2,0,0,0,1,0,1,1
184,5,Stata,0,1,6,1,7,4,6,6,2,0,0,0,0,1,2,2
185,1,Matlab,0,3,3,5,1,6,3,1,4,1,0,0,0,0,2,2
185,2,R,0,7,3,1,3,3,3,2,2,0,1,0,0,0,2,2
185,3,SAS,0,4,2,7,3,1,5,2,3,0,0,1,0,0,2,2
185,4,SPSS,0,7,7,3,7,4,6,3,2,0,0,0,1,0,2,2
185,5,Stata,1,7,7,1,7,6,6,2,5,0,0,0,0,1,1,1
186,1,Matlab,0,2,4,7,1,3,1,6,4,1,0,0,0,0,2,2
186,2,R,0,7,1,6,1,4,2,1,2,0,1,0,0,0,2,2
186,3,SAS,0,3,1,2,1,1,6,1,6,0,0,1,0,0,2,2
186,4,SPSS,1,6,4,7,4,6,6,6,1,0,0,0,1,0,1,1
186,5,Stata,0,5,5,5,1,2,6,5,6,0,0,0,0,1,2,2
187,1,Matlab,0,5,5,1,2,2,1,1,1,1,0,0,0,0,2,2
187,2,R,1,7,1,7,2,1,2,7,2,0,1,0,0,0,1,1
187,3,SAS,0,6,1,4,1,1,1,1,4,0,0,1,0,0,2,2
187,4,SPSS,0,5,7,2,4,4,1,2,6,0,0,0,1,0,2,2
187,5,Stata,0,6,4,4,5,4,4,2,3,0,0,0,0,1,2,2
188,1,Matlab,0,2,2,7,5,7,7,6,7,1,0,0,0,0,2,2
188,2,R,1,7,3,7,5,2,5,7,2,0,1,0,0,0,1,1
188,3,SAS,0,5,1,7,4,5,7,7,6,0,0,1,0,0,2,2
188,4,SPSS,0,6,7,7,2,6,6,7,6,0,0,0,1,0,2,2
188,5,Stata,0,2,1,6,1,7,3,3,6,0,0,0,0,1,2,2
189,1,Matlab,0,2,7,1,2,5,7,1,7,1,0,0,0,0,2,2
189,2,R,0,1,6,3,6,7,5,6,6,0,1,0,0,0,2,2
189,3,SAS,0,6,5,3,6,3,5,4,6,0,0,1,0,0,2,2
189,4,SPSS,0,7,7,1,1,3,6,2,1,0,0,0,1,0,2,2
189,5,Stata,1,7,7,6,5,6,7,4,6,0,0,0,0,1,1,1
190,1,Matlab,1,3,7,7,6,7,7,7,7,1,0,0,0,0,1,1
190,2,R,0,7,6,6,1,3,5,2,5,0,1,0,0,0,2,2
190,3,SAS,0,7,1,7,4,6,7,4,4,0,0,1,0,0,2,2
190,4,SPSS,0,1,4,3,1,3,7,1,7,0,0,0,1,0,2,2
190,5,Stata,0,1,7,1,6,3,2,5,7,0,0,0,0,1,2,2
191,1,Matlab,0,6,7,6,7,3,7,2,3,1,0,0,0,0,2,2
191,2,R,0,1,3,2,2,1,2,7,3,0,1,0,0,0,2,2
191,3,SAS,0,1,7,7,3,7,3,6,4,0,0,1,0,0,2,2
191,4,SPSS,1,6,4,7,6,4,7,7,3,0,0,0,1,0,1,1
191,5,Stata,0,7,7,1,2,6,5,1,6,0,0,0,0,1,2,2
192,1,Matlab,0,6,3,7,3,4,3,5,2,1,0,0,0,0,2,2
192,2,R,0,4,7,2,4,6,5,4,3,0,1,0,0,0,2,2
192,3,SAS,0,5,6,7,1,7,7,1,7,0,0,1,0,0,2,2
192,4,SPSS,1,7,7,7,4,3,7,2,2,0,0,0,1,0,1,1
192,5,Stata,0,6,6,1,6,5,7,2,6,0,0,0,0,1,2,2
193,1,Matlab,0,1,4,7,6,4,6,6,7,1,0,0,0,0,2,2
193,2,R,0,7,1,1,4,7,1,1,2,0,1,0,0,0,2,2
193,3,SAS,0,7,2,6,2,3,7,1,1,0,0,1,0,0,2,2
193,4,SPSS,1,5,7,2,7,7,7,3,7,0,0,0,1,0,1,1
193,5,Stata,0,3,1,4,6,1,6,6,2,0,0,0,0,1,2,2
194,1,Matlab,0,1,2,1,5,5,5,1,7,1,0,0,0,0,2,2
194,2,R,0,1,5,2,5,4,2,6,6,0,1,0,0,0,2,2
194,3,SAS,0,5,2,7,1,3,6,1,6,0,0,1,0,0,2,2
194,4,SPSS,0,1,7,1,7,5,6,4,7,0,0,0,1,0,2,2
194,5,Stata,1,5,6,7,7,5,7,6,5,0,0,0,0,1,1,1
195,1,Matlab,1,7,7,5,6,5,3,4,3,1,0,0,0,0,1,1
195,2,R,0,1,7,1,4,2,2,2,7,0,1,0,0,0,2,2
195,3,SAS,0,7,7,4,7,3,6,6,7,0,0,1,0,0,2,2
195,4,SPSS,0,4,1,1,1,1,1,1,6,0,0,0,1,0,2,2
195,5,Stata,0,6,1,6,1,2,5,1,2,0,0,0,0,1,2,2
196,1,Matlab,1,5,7,4,6,5,7,2,7,1,0,0,0,0,1,1
196,2,R,0,3,1,4,1,1,2,1,2,0,1,0,0,0,2,2
196,3,SAS,0,5,1,7,1,2,5,3,5,0,0,1,0,0,2,2
196,4,SPSS,0,3,7,1,7,1,6,4,4,0,0,0,1,0,2,2
196,5,Stata,0,7,6,4,1,4,7,1,7,0,0,0,0,1,2,2
197,1,Matlab,0,5,6,7,1,1,6,2,7,1,0,0,0,0,2,2
197,2,R,0,1,7,1,5,7,1,5,3,0,1,0,0,0,2,2
197,3,SAS,1,7,7,4,7,7,7,2,7,0,0,1,0,0,1,1
197,4,SPSS,0,3,7,1,7,7,6,4,6,0,0,0,1,0,2,2
197,5,Stata,0,1,2,7,2,4,6,5,1,0,0,0,0,1,2,2
198,1,Matlab,0,1,1,7,1,2,7,6,7,1,0,0,0,0,2,2
198,2,R,0,7,7,1,4,6,3,1,7,0,1,0,0,0,2,2
198,3,SAS,0,7,6,2,6,1,4,5,4,0,0,1,0,0,2,2
198,4,SPSS,1,7,7,5,5,2,7,2,7,0,0,0,1,0,1,1
198,5,Stata,0,1,7,3,5,6,7,7,6,0,0,0,0,1,2,2
199,1,Matlab,0,7,3,7,6,7,7,1,1,1,0,0,0,0,2,2
199,2,R,1,7,7,1,7,6,6,4,1,0,1,0,0,0,1,1
199,3,SAS,0,5,2,3,2,2,4,3,4,0,0,1,0,0,2,2
199,4,SPSS,0,3,7,6,6,2,7,7,6,0,0,0,1,0,2,2
199,5,Stata,0,4,7,5,6,3,6,6,5,0,0,0,0,1,2,2
200,1,Matlab,0,1,7,1,7,6,1,7,7,1,0,0,0,0,2,2
200,2,R,0,7,1,7,1,5,1,2,2,0,1,0,0,0,2,2
200,3,SAS,1,7,4,5,3,4,3,3,6,0,0,1,0,0,1,1
200,4,SPSS,0,1,1,1,1,3,2,1,7,0,0,0,1,0,2,2
200,5,Stata,0,1,3,1,2,4,2,1,1,0,0,0,0,1,2,2
201,1,Matlab,1,7,6,7,5,3,7,6,7,1,0,0,0,0,1,1
201,2,R,0,7,6,7,3,7,3,7,4,0,1,0,0,0,2,2
201,3,SAS,0,7,4,7,1,2,6,4,7,0,0,1,0,0,2,2
201,4,SPSS,0,3,7,6,3,2,5,6,4,0,0,0,1,0,2,2
201,5,Stata,0,5,7,2,7,5,7,3,7,0,0,0,0,1,2,2
202,1,Matlab,1,2,7,5,7,4,7,4,7,1,0,0,0,0,1,1
202,2,R,0,5,6,1,4,6,4,1,1,0,1,0,0,0,2,2
202,3,SAS,0,4,1,7,4,6,1,1,3,0,0,1,0,0,2,2
202,4,SPSS,0,4,7,2,7,1,6,6,6,0,0,0,1,0,2,2
202,5,Stata,0,2,7,2,6,6,2,4,7,0,0,0,0,1,2,2
203,1,Matlab,0,1,1,7,1,2,2,6,1,1,0,0,0,0,2,2
203,2,R,0,7,1,1,1,1,3,1,4,0,1,0,0,0,2,2
203,3,SAS,0,6,1,7,1,2,6,6,7,0,0,1,0,0,2,2
203,4,SPSS,1,2,7,7,7,7,7,7,7,0,0,0,1,0,1,1
203,5,Stata,0,5,7,6,5,7,7,1,5,0,0,0,0,1,2,2
204,1,Matlab,0,2,6,1,6,2,7,2,7,1,0,0,0,0,2,2
204,2,R,0,7,1,7,5,7,7,6,7,0,1,0,0,0,2,2
204,3,SAS,0,3,6,1,3,6,5,3,7,0,0,1,0,0,2,2
204,4,SPSS,1,7,7,6,5,1,7,7,2,0,0,0,1,0,1,1
204,5,Stata,0,7,3,4,1,4,3,1,7,0,0,0,0,1,2,2
205,1,Matlab,0,7,2,4,3,1,7,2,3,1,0,0,0,0,2,2
205,2,R,0,7,6,5,3,3,7,5,3,0,1,0,0,0,2,2
205,3,SAS,0,7,5,6,2,4,5,4,2,0,0,1,0,0,2,2
205,4,SPSS,0,3,2,6,1,5,7,6,4,0,0,0,1,0,2,2
205,5,Stata,1,6,7,3,2,1,1,6,6,0,0,0,0,1,1,1
206,1,Matlab,0,1,4,3,4,4,2,4,4,1,0,0,0,0,2,2
206,2,R,0,4,1,5,5,7,7,7,7,0,1,0,0,0,2,2
206,3,SAS,1,6,7,6,7,6,7,2,6,0,0,1,0,0,1,1
206,4,SPSS,0,3,2,4,2,4,2,2,6,0,0,0,1,0,2,2
206,5,Stata,0,6,7,1,7,4,2,2,2,0,0,0,0,1,2,2
207,1,Matlab,0,7,6,2,1,1,5,1,2,1,0,0,0,0,2,2
207,2,R,1,6,6,7,7,6,5,7,1,0,1,0,0,0,1,1
207,3,SAS,0,2,4,6,6,6,7,6,7,0,0,1,0,0,2,2
207,4,SPSS,0,1,3,1,5,1,7,1,5,0,0,0,1,0,2,2
207,5,Stata,0,4,7,2,7,7,7,7,7,0,0,0,0,1,2,2
208,1,Matlab,0,1,7,1,2,1,3,1,6,1,0,0,0,0,2,2
208,2,R,1,4,6,7,1,7,6,7,7,0,1,0,0,0,1,1
208,3,SAS,0,4,4,6,4,2,2,2,1,0,0,1,0,0,2,2
208,4,SPSS,0,3,7,1,2,3,2,4,6,0,0,0,1,0,2,2
208,5,Stata,0,7,4,1,4,1,7,3,2,0,0,0,0,1,2,2
209,1,Matlab,0,2,1,7,1,1,7,7,7,1,0,0,0,0,2,2
209,2,R,1,7,3,6,7,7,3,5,5,0,1,0,0,0,1,1
